H3_ID,생활인구합계,FNB_Count,Parking_Count,Total_Spaces,RainPump_Count,Storage_Hub_Score,Elevation_Diff,Park_Count,Hiking_Count,Univ_Count,Delivery_HardToReach_Score,Apt_Count,Total_Households,Apt_Parking,OpenSpace_Count,Max_Building_Height,Avg_Building_Height,Building_Count,Optimal_Triangulation_Score,Is_Restricted,Is_Prohibited,Scen_1_No_Restrict,Scen_2_Only_Prohibited,Scen_3_All_Restricted
8930e034483ffff,1380.261399.941418.791428.221429.151409.21361.181278.281102.92916.99932.57881.84817.38746.23800.92859.39881.29896.67997.581148.91268.891318.821348.481367.15,0.0,0.0,0.0,0,3.0,105.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,1,12.0,12.0,1,7.896751127256161,0,0,True,True,True
8930e034493ffff,453.93450.56447.446.34449.73455.67.24*12.5212.72696.068.029.0614.729.0620.3613.59.110.28.598.528.938.86*,0.0,0.0,0.0,0,3.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1,15.0,13.5,2,8.420187253781492,0,0,True,True,True
8930e034497ffff,************************,0.0,0.0,0.0,0,3.0,110.0,0.0,1.0,0.0,225.0,0.0,0.0,0.0,1,0.0,0.0,0,9.545325711729602,0,0,True,True,True
8930e0344b7ffff,*******4.114.244.54.754.794.834.854.894.854.834.954.774.584.464.294.184.02,0.0,0.0,0.0,0,0.0,145.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0,0.0,0.0,0,12.167874740023418,0,0,True,True,True
8930e034537ffff,************************,0.0,0.0,0.0,0,3.0,90.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,1,0.0,0.0,0,2.920588006533406,0,0,True,True,True
8930e036003ffff,253.69683.31258.94710.7258.94705.21258.94710.22255.66727.91255.66729.25265.25754.93251.221323.97232.091574.46209.151594.245.48146.141757.855.56146.161564.215.61131.411447.1411.03133.871443.855.65132.591425.7924.66113.961432.2329.44160.661831.3625.48175.081746.0511.33166.081138.3918.94203.39620.11.37221.74599.2315.86233.06609.364.55287.85637.73289.1628.579.15,39.0,0.0,0.0,0,6.755,10.0,0.0,0.0,0.0,20.0,1.0,1236.0,1351.0,0,31.0,26.0,2,18.712672540859778,0,0,True,True,True
8930e036007ffff,4693.344670.974726.674699.284684.434719.014580.84325.093820.663281.493138.43059.062989.142961.682875.752941.953027.343213.373471.453802.313950.554261.214338.234371.92,5.0,0.0,0.0,0,3.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1,15.0,8.941176470588236,17,18.70255049328044,0,0,True,True,True
8930e03600bffff,28.4632.8329.1729.1729.1723.9932.157.4167.13260.99298.15241.62207.23260.92273.91295.57259.4253.4177.7294.874.8246.4829.9524.86,13.0,0.0,0.0,0,1.2650000000000001,25.0,0.0,0.0,0.0,50.0,1.0,229.0,253.0,0,59.0,33.0,5,16.159746613515935,0,0,True,True,True
8930e03600fffff,5.184273.445.184303.585.184351.965.184379.094.84386.694.84369.54.84313.4418.814262.3810.54251.55*5.044571.915.124447.815.164467.925.24430.615.24412.855.24406.115.24406.945.164308.115.124265.765.044061.559.234178.3814.654254.4214.534161.874.6319.644012.574.5915.334002.99,6.0,1.0,20.0,0,0.9,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0,29.0,12.909090909090908,11,17.758079833731685,0,0,True,True,True
8930e036013ffff,2654.2634.532623.072637.742562.432540.952581.492461.822129.861807.831596.041459.21378.021342.291341.261383.061417.071537.831772.21958.452168.42269.112385.612452.91,0.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0,0.0,0.0,0,15.313854380117004,0,0,True,True,True
8930e036017ffff,85.5185.5185.5185.5182.82.90.4682.0275.859.1765.7770.9866.0371.6471.6461.7262.9752.2866.6973.2173.1475.9178.1373.89,6.0,0.0,0.0,0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0,7.0,7.0,2,16.95449898196098,0,0,True,True,True
8930e03601bffff,2068.242067.342084.162075.552111.032158.272125.312216.32080.442035.132035.461979.091862.531938.581993.711985.342153.382405.142200.812061.972134.382099.12102.562016.26,15.0,0.0,0.0,0,13.125,5.0,0.0,0.0,0.0,10.0,2.0,2035.0,2625.0,0,0.0,0.0,0,18.784754096549015,0,0,True,True,True
8930e036023ffff,728.2728.1310.74461.12686.9728.1310.74503.08672.6928.1310.74547.1681.9523.7110.74552.58679.723.7110.74529.28665.6623.7110.74463.91616.0823.7110.74276.87534.2314.285.44183.61525.4210.445.543968.74558.165.533846.97550.125.613836.04578.925.663758.92572.465.73619.13532.45.73719.38538.745.73697.15571.745.711.623603.75597.165.6611.523548.52564.995.6111.443570.46558.914.8911.263854.74566.8118.985.543994.42544.0118.825.494036.17579.8918.6714.814162.71580.918.5114.684259.6605.9823.7110.74290.87,13.0,0.0,0.0,0,3.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1,16.0,8.590909090909092,22,18.82291632678883,0,0,True,True,True
8930e036027ffff,56.5156.5160.9460.9460.9460.9456.5156.9944.9825.3220.9621.1221.2916.3619.6324.5626.0121.8239.1844.758.852.8752.4351.97,4.0,0.0,0.0,0,9.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3,16.0,8.846153846153847,13,20.882175756034233,0,0,True,True,True
8930e03602bffff,2470.032502.582492.92451.92430.92401.492343.462289.112133.361889.881749.581715.531674.451640.531646.191687.461743.062019.582112.442156.72275.462395.932458.212447.93,6.0,0.0,0.0,0,3.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,15.0,8.208333333333334,24,20.13552510875604,0,0,True,True,True
8930e03602fffff,5.355.355.355.355.355.3520.1938.0448.8342.8537.8241.6241.1739.8854.8351.1446.8545.942.9461.9859.5449.7463.6956.54,0.0,0.0,0.0,0,3.9699999999999998,15.0,0.0,0.0,0.0,30.0,1.0,202.0,194.0,1,16.0,8.307692307692308,13,20.15125654205322,0,0,True,True,True
8930e036033ffff,952.0734.7140.27954.0634.7140.27945.4534.7140.27909.6234.7140.27921.2434.7140.27902.2838.6340.27889.2774.1640.21821.6276.2128.65722.291.4533.09628.7995.3747.77577.9895.8956.36570.09126.4166.99576.35120.6767.01573.9123.3959.56559.99118.8665.36561.6998.2668.84620.35103.9557.95659.28118.4846.94735.11125.6525.57838.78125.2135.5894.21120.933.92930.64108.331.04926.9896.6530.79921.997.2544.14,2.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0,18.0,8.5,26,17.71994492179505,0,0,True,True,True
8930e036037ffff,55.3982.411268.663.55981.611279.163.55960.761260.0466.86963.471275.1466.86951.41255.0870.99923.281236.9174.03923.051238.6961.8890.231215.847.43796.591101.6447.35630.651029.8134.69594.861002.3832.75606.24944.3133.01573.75985.3318.33611.6882.2618.33601.41856.0223.12592.94876.9128.69658.16881.5933.22678.01965.6539.02742.09976.9243.82832.21052.5157.52895.411088.7353.7940.611086.5168.54960.131130.3469.14990.291167.27,5.0,1.0,128.0,0,9.06,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2,23.0,12.75,16,20.98523915653823,0,0,True,True,True
8930e03603bffff,20.412568.1620.412617.2720.412631.2320.412675.5420.412674.7120.412657.5920.412577.3120.592390.2426.132062.7325.31692.3220.531552.4115.931559.3820.841492.0920.841490.0620.841530.7415.031541.3614.921588.3614.811682.7214.571858.0621.112116.5720.932205.6720.772338.1525.822458.4925.592492.26,0.0,0.0,0.0,0,3.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1,15.0,8.636363636363637,22,19.45530894636332,0,0,True,True,True
8930e036043ffff,17.7928.79520.8617.7328.62517.8517.5228.22542.8717.4928.06517.4717.5828.06525.9717.6928.21523.94549.78554.84694.67815.31798.2817.9927.62940.4999.8973.82917.58848.19814.99703.94652.25642.79596.2620.4,0.0,0.0,0.0,0,3.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,0.0,0.0,0,12.601113639918013,0,0,True,True,True
8930e036047ffff,9.19.19.19.19.19.15.045.085.215.295.385.425.465.465.465.46453.215.389.569.419.349.269.189.1,5.0,0.0,0.0,0,0.3,5.0,0.0,0.0,0.0,10.0,1.0,173.0,60.0,0,0.0,0.0,0,13.904829427546893,0,0,True,True,True
8930e03604fffff,47.4349.45.5151.3850.7348.7369.6263.3682.1495.0188.3386.9999.92103.32107.2186.4883.0147.6552.3294.3895.74104.69104.16114.77,0.0,2.0,166.0,1,18.32,10.0,0.0,0.0,0.0,20.0,1.0,233.0,200.0,1,16.0,16.0,1,17.95834573680498,0,0,True,True,True
8930e036053ffff,1860.781861.111836.181800.061783.381794.351782.81747.681450.361197.211117.231095.261044.65944.52992.46994.511068.331174.161251.221443.771561.971693.631759.621762.23,3.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,12.0,8.25,12,11.765757532785631,0,0,True,True,True
8930e036057ffff,5.3550.165.3560.445.3555.35.3560.515.3565.875.3581.8810.772.679.38108.039.61170.1914.97200.5926.54166.3921.09107.9925.88100.0929.97125.5736.9783.9138.27115.6320.52122.8422.23131.39.64111.0220.0888.0520.8538.155.4553.055.448.135.3546.11,1.0,0.0,0.0,0,3.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,59.0,57.0,2,14.620125220407381,0,0,True,True,True
8930e03605bffff,*******,2.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,9.0,10,11.336513956366575,0,0,True,True,True
8930e036063ffff,1222.573380.471205.813253.371207.923129.191195.383098.511161.323056.271153.093041.651251.243076.871439.673086.871784.13360.272187.643507.722466.733719.352543.714059.742527.984329.952555.544449.082630.024484.642748.254303.912819.054360.233151.764273.613163.854203.082912.44280.582536.994109.432229.083906.971700.883704.541442.943471.06,32.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71.0,25.46153846153846,13,16.147063890093033,0,0,True,True,True
8930e036067ffff,87.913011.2893.272983.1293.273012.8387.912999.8687.912961.9687.912924.393.262762.3589.2584.2675.862386.4682.622191.6966.772073.3157.222027.8951.962008.651.961996.3862.651926.2763.191870.3773.621978.8162.532054.3170.962292.8569.952462.4475.342561.5685.182641.4890.452703.8989.682756.81,5.0,0.0,0.0,0,3.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,21.0,11.0,14,18.964784280519112,0,0,True,True,True
8930e03606bffff,89.6379.5779.5783.6383.6383.63100.5119.65115.47108.1791.79104.3104.82122.18139.32161.79145.39131.63114.99115.76113.04121.86123.58113.89,12.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,50.0,21.181818181818183,11,14.505301447251098,0,0,True,True,True
8930e03606fffff,1167.521148.251150.481158.591150.731142.41130.785.751140.515.81004.06*918.99906.225.29955.3315.34919.0931.861038.8531.541007.9842.891000.856.24947.2956.41952.9539.081011.4360.091051.8154.271112.37.991096.233.951174.5333.691159.3324.33,4.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.0,8.933333333333334,15,17.059933638563564,0,0,True,True,True
8930e036073ffff,3509.221322.973616.11314.753670.461326.613713.871324.393755.131310.53750.681316.693660.81300.723511.291300.3063.871178.712683.761072.762572.181084.282501.471062.752554.41046.052494.56990.612358.61936.472400.75941.712375.451030.432532.881054.12673.081118.013018.211145.613175.661266.333315.521262.623411.981282.213425.651277.27,14.0,0.0,0.0,0,2.875,10.0,0.0,0.0,0.0,20.0,1.0,639.0,575.0,0,46.0,20.714285714285715,7,15.780110723194548,0,0,True,True,True
8930e036077ffff,29.6529.6529.6529.6529.6529.6577.7178.5585.4169.2574.2168.5565.0365.71.8367.0649.8446.0253.3963.681.0182.8891.5181.26,11.0,0.0,0.0,0,3.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,46.0,10.576923076923077,26,18.519428358501994,0,0,True,True,True
8930e03607bffff,27.7527.7532.7532.7531.8231.8246.8766.5360.9548.5750.6248.1561.7160.5740.9433.5639.0954.545.1165.279.1362.7357.1760.23,2.0,0.0,0.0,0,0.84,10.0,0.0,0.0,0.0,20.0,1.0,260.0,168.0,0,39.0,23.666666666666668,6,14.143495145979937,0,0,True,True,True
8930e036083ffff,2972.883004.963034.943010.383007.63006.133012.962856.12488.692008.921787.131687.161658.141608.591572.871576.271636.571774.472031.942207.452425.932560.732650.762817.42,4.0,0.0,0.0,0,3.8,5.0,0.0,0.0,0.0,10.0,1.0,154.0,160.0,1,22.0,19.0,3,16.602750902301032,0,0,True,True,True
8930e03608bffff,7259.347278.467297.267288.87293.97209.267001.116720.545974.614863.924245.923970.533933.523812.283695.333826.163924.384365.74923.515582.925883.786201.526687.486873.82,0.0,0.0,0.0,0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0,14.0,13.666666666666666,3,14.662297905716775,0,0,True,True,True
8930e03608fffff,33.6933.6933.6933.6933.6933.6931.2231.4932.2926.5821.616.0112.1912.1912.1916.8316.6911.9911.7936.4929.0428.8224.9624.74,0.0,2.0,132.0,0,3.64,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0,24.0,16.333333333333332,6,17.473568362619034,0,0,True,True,True
8930e036093ffff,86.971565.6478.471586.3281.551622.3681.111625.4766.81648.4465.611654.8881.661673.7898.091671.34157.51696.63169.411443.04176.971348.76161.971405.32182.231381.29140.211366.79166.411378.47158.691294.16132.351319.37148.411280.18159.81280.13140.021322.52116.821306.9396.241425.7497.41460.6297.961480.66,4.0,2.0,73.0,0,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,54.0,25.0,5,16.019589044866276,0,0,True,True,True
8930e036097ffff,10.5310.5310.5310.5310.5319.6743.2373.9972.5760.2552.9752.1256.8358.1569.9456.451.8757.4238.0135.8449.9847.8152.3957.13,2.0,0.0,0.0,0,1.885,5.0,0.0,0.0,0.0,10.0,2.0,399.0,377.0,0,52.0,19.375,8,16.15240159108856,0,0,True,True,True
8930e03609bffff,40.042285.6934.042304.9225.892277.125.892269.8222.312292.4956.482259.8275.442256.7372.052293.23116.582593.89159.962598.29145.192505.17146.572608.01144.572589.77164.432539.71138.42495.05170.282362.62138.912315.46214.332249.84342.932110.59142.272003.1182.611968.158.42006.9662.62082.4762.752201.89,8.0,0.0,0.0,0,8.93,0.0,0.0,0.0,0.0,0.0,2.0,1481.0,1786.0,0,65.0,48.0,2,16.00928165932151,0,0,True,True,True
8930e0360a3ffff,1642.5910.121632.5310.121661.8110.121660.7110.121640.8110.121646.9310.121606.4813.71613.4318.021601.5123.651479.819.021419.595.341455.375.391407.85.431504.91444.291446.1475.451520.448.471530.3210.641593.5910.471672.9519.541658.819.381706.3919.221744.3822.64,4.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,17.0,9.6,10,17.6845631000874,0,0,True,True,True
8930e0360a7ffff,4115.14117.74102.974109.434134.224062.563946.13918.923597.783434.213287.63151.863231.683270.343300.613340.433601.33599.523734.513944.384018.683999.744020.064055.68,13.0,0.0,0.0,0,3.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1,25.0,10.173913043478262,23,17.00555230553398,0,0,True,True,True
8930e0360abffff,81.5181.5181.5177.4172.5571.47114.41125.79120.08130.98144.43110.92113.34129.05126.54135.62142.9129.7106.13115.84142.8141.66140.42148.51,9.0,3.0,235.0,0,9.2,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,14.0,7.913043478260869,23,19.96089929265216,0,0,True,True,True
8930e0360afffff,1834.861846.971884.61896.891920.941865.751773.171685.981479.111317.431237.341230.681208.581197.561184.961255.841353.111404.651482.761593.81604.081649.271787.11861.43,21.0,0.0,0.0,0,3.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1,20.0,8.523809523809524,21,18.540925325523077,0,0,True,True,True
8930e0360b3ffff,2524.262425.122524.62414.912527.842425.842531.652408.452546.082388.942548.742400.482564.972408.582628.462413.522615.362270.632592.972138.952731.092077.752872.82018.132843.32147.412918.132160.342835.092078.742779.82070.192717.151989.752581.952057.282508.942214.912608.372434.262670.52448.032740.12409.392642.872354.582572.292385.8,16.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,35.0,15.0,4,16.809722529314012,0,0,True,True,True
8930e0360b7ffff,622.53599.55592.13561.66557.39577.4592.4726.241063.321420.451692.461836.021818.471802.531927.341930.842025.511765.71746.291411.521158.74997.28813.72732.31,12.0,2.0,22.0,0,4.4399999999999995,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,15.0,10.454545454545455,22,17.79469851661561,0,0,True,True,True
8930e0360bbffff,1491.531509.431527.061551.211545.851568.081498.711550.171512.711396.831277.841225.491248.031307.681220.141257.571256.1341.741377.271405.281378.021385.981390.071388.11,13.0,0.0,0.0,0,2.245,10.0,0.0,0.0,0.0,20.0,1.0,432.0,449.0,0,34.0,14.285714285714286,7,17.42868925463493,0,0,True,True,True
8930e0360c3ffff,418.99418.04412.79412.21413.9417.01431.05493.55612.69709.48747.02759.37761.85762.97764.23761.43749.29722.3645.03552.07501.25468.57447.22432.07,0.0,0.0,0.0,0,3.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,11.0,11.0,1,11.530095813805394,0,0,True,True,True
8930e0360c7ffff,2875.322901.512879.542891.852903.352830.682710.82635.322507.732177.962007.551853.691805.151770.391823.761875.981894.731895.342008.732202.482374.292502.552629.082802.06,8.0,0.0,0.0,0,4.505,25.0,0.0,0.0,0.0,50.0,2.0,296.0,301.0,1,0.0,0.0,0,14.769102887853325,0,0,True,True,True
8930e0360cbffff,377.68365.16346.28345.95336.44346.74351.02341.71307.38340.37330.2340.59316.77306.31302.64335.02302.27328.77300.98329.38332.87346.6359.54335.73,3.0,0.0,0.0,0,7.205,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,841.0,1,23.0,23.0,1,12.21518706411572,0,0,True,True,True
8930e0360cfffff,10.09729.9810.09755.0510.09783.4210.09792.9214.54758.1418.58720.7823.22714.7618.92708.1718.2627.3235.26525.0639.14475.7721.88435.6235.36422.8637.46389.1436.51394.9328.33347.835.53377.256.75445.1120.44496.9117.580.0413.19661.9316.44702.5620.62702.521.65708.92,0.0,0.0,0.0,0,3.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,0.0,0.0,0,13.423362059070776,0,0,True,True,True
8930e0360d3ffff,85.0484.8483.7783.6484.84.6116.5187.4622.23100.1512.8124.3211.96143.98*151.59*154.117.93154.6*154.824.99155.1133.51154.5530.22152.0510.03146.599.36130.9126.6112.0430.79101.7222.7595.0717.7690.7312.2687.66,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0.0,10.0,1.0,840.0,0.0,0,0.0,0.0,0,9.28479197816776,0,0,True,True,True
8930e0360dbffff,24.1824.1824.1824.1824.1824.1819.4220.2420.7621.4830.0115.7318.9914.20.4732.634.0623.8523.222.8225.0919.4523.9323.73,1.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1226.0,0.0,1,8.0,8.0,1,9.240249878516993,0,0,True,True,True
8930e036103ffff,33.4733.4233.2333.3733.333.2733.1934.2535.9336.3637.1437.6437.0136.5636.6536.7136.4235.434.734.734.9834.4333.7533.68,0.0,0.0,0.0,0,3.0,65.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,1,0.0,0.0,0,22.943086099372927,0,0,True,True,True
8930e036107ffff,278.7281.4268.27266.67255.95257.9243.46230.62249.04220.43210.71218.14236.3247.38217.49230.89222.6214.15210.24230.62245.04255.75276.03282.05,0.0,0.0,0.0,0,3.0,65.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,1,8.0,8.0,1,23.698709879419265,0,0,True,True,True
8930e03610bffff,1390.0456.611403.1656.461395.956.391411.256.321378.7556.321349.2856.671284.8757.321221.3760.171347.5266.891263.8471.551207.8573.521169.4473.481094.8373.391098.5572.03992.8771.76953.6570.69989.7970.18963.0469.71978.6168.111031.5463.71123.7661.641184.0659.421239.158.861277.8258.17,0.0,0.0,0.0,0,3.0,95.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,1,0.0,0.0,0,23.006991408656813,0,0,True,True,True
8930e03610fffff,12.5516.3216.3216.3216.3216.3210.223.6228.5625.2644.5131.0140.1921.748.5322.8423.1914.6628.823.8118.313.0318.5718.4,1.0,0.0,0.0,0,3.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1,12.0,11.0,2,23.494754236901024,0,0,True,True,True
8930e036113ffff,12.4218.0912.4218.0212.4217.8812.4217.9112.4217.8312.4217.7912.4218.112.5119.448.7321.74.5222.774.623.724.6324.24.6724.147.8824.37.8824.274.6724.414.6323.8677.6622.678.8721.7912.8221.0612.7320.7512.6119.9912.5119.4212.4218.97,0.0,0.0,0.0,0,3.0,45.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,1,0.0,0.0,0,20.757599442243155,0,0,True,True,True
8930e036117ffff,14.0814.0814.0814.0814.0814.0814.0814.214.5514.785.655.7****5.75.655.565.4714.4314.3114.214.08,0.0,0.0,0.0,0,3.615,70.0,0.0,0.0,0.0,140.0,1.0,338.0,123.0,1,0.0,0.0,0,22.824719422241916,0,0,True,True,True
8930e036123ffff,1724.041711.581715.611715.541701.241697.641616.411592.031495.611325.281218.691170.921122.281073.111081.511082.86994.74991.861043.191191.031283.951349.391412.381495.37,0.0,3.0,229.0,0,9.08,75.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,1,0.0,0.0,0,25.627158539103366,0,0,True,True,True
8930e036127ffff,198.37197.78196.98196.59196.68196.91197.69208.02221.96223.75229.03231.34236.38232.46230.31233.29229.47226.36222.08218.48216.55210.78209.66208.25,0.0,0.0,0.0,0,3.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1,0.0,0.0,0,25.117180029737156,0,0,True,True,True
8930e03612bffff,71.2*71.03*70.71*70.6*70.59*70.7*70.98*74.68*79.69*80.32*82.2*83.05*84.87*83.42*82.69*83.73*82.38*81.27*79.71*78.43*77.72*75.65*75.27*74.78*,0.0,0.0,0.0,0,3.0,75.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,1,0.0,0.0,0,23.141713624342483,0,0,True,True,True
8930e03612fffff,1239.1235.581232.831235.511225.211206.461201.091294.861416.311276.241255.821225.521274.811216.251244.331242.11130.481064.88988.61992.1012.871076.321148.741186.26,0.0,0.0,0.0,0,6.0,55.0,0.0,0.0,0.0,110.0,1.0,960.0,0.0,2,0.0,0.0,0,25.88215377895551,0,0,True,True,True
8930e036133ffff,2856.922882.192899.162926.722901.312839.282845.512637.522435.952138.612016.761885.551792.811790.861663.431690.071752.161798.381918.472257.042418.732532.222691.422772.11,4.0,0.0,0.0,0,0.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0,8.0,8.0,2,23.072446837610418,0,0,True,True,True
8930e036137ffff,6.32444.976.31443.966.3441.546.3443.226.29442.176.29441.984.9612.9318.7319.0424.1424.3229.428.9519.6513.914.4219.8524.928.8128.5834.9437.6432.02,1.0,0.0,0.0,0,6.0,60.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,2,10.0,9.5,2,24.60767399465553,0,0,True,True,True
8930e03613bffff,4.43522.34.43562.534.43579.334.43591.584.43610.014.43588.814.43445.284.433232.4523.72310.412940.2325.41314.192579.5726.13320.952390.1526.09325.292307.26.09319.492207.5125.54315.712192.9825.46316.442222.425.09317.092208.0724.91314.52242.854.432249.989.572427.49.422737.6613.852935.7713.733154.379.433322.069.363364.41,0.0,0.0,0.0,0,12.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4,7.0,7.0,1,26.247666010561368,0,0,True,True,True
8930e036143ffff,1532.481517.071516.311529.421517.471502.81418.751341.641194.951042.51017.23987.78959.46905.41912.5880.03866.28953.061040.441100.51237.511329.661417.751498.71,0.0,0.0,0.0,0,12.0,70.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,4,16.0,10.076923076923077,52,23.93379730910287,0,0,True,True,True
8930e036147ffff,670.01670.83665.58665.7671.44660.92664.42613.29593.81514.72489.32457.8426.57418.88455.82430.7424.38450.99445.15484.51529.36602.4613.48619.55,0.0,1.0,22.0,0,12.94,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4,0.0,0.0,0,26.068259932927074,0,0,True,True,True
8930e03614bffff,************************************************,0.0,0.0,0.0,0,6.0,80.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,2,0.0,0.0,0,23.316151095700796,0,0,True,True,True
8930e03614fffff,95.5595.3295.1795.0795.1195.6996.78101.56112.91120.82124.11124.15123.95121.57121.12119.38118.52117.7115.107.48104.04100.3699.3198.21,0.0,1.0,12.0,0,6.74,70.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,2,0.0,0.0,0,25.175103002290548,0,0,True,True,True
8930e036153ffff,47.513925.8947.513952.8947.513893.6847.513881.247.513841.0252.873783.756.773709.6465.93456.9960.072987.1352.012501.1743.682250.344.032102.9739.722041.7635.072016.5235.072011.6539.952148.0455.072225.2843.942430.6843.242662.0342.563017.6154.963264.8744.273456.4456.883659.7856.43771.43,2.0,0.0,0.0,0,7.6850000000000005,35.0,0.0,0.0,0.0,70.0,1.0,786.0,937.0,1,77.0,11.982758620689655,58,21.0204088000655,0,0,True,True,True
8930e036157ffff,42.7513.5942.7513.5942.7513.5942.7513.5942.759.8242.759.8242.759.5742.725.435.135.5435.695.6325.2911.0125.4812.3721.111.1825.645.8120.265.8120.265.8125.8710.336.6915.9346.9220.8646.1829.2646.2228.6240.4432.4240.2532.1442.9131.86,0.0,0.0,0.0,0,9.0,70.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,3,15.0,10.875,8,22.93803321899759,0,0,True,True,True
8930e03615bffff,46.8246.5146.0546.0845.8646.0945.9146.7347.149.2850.4250.9550.9251.0351.8451.1650.2549.9449.4448.5648.2247.5447.3447.27,0.0,4.0,386.0,0,15.719999999999999,45.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,2,16.0,8.8,10,24.423561420867145,0,0,True,True,True
8930e036163ffff,2454.943581.932445.933606.182454.353658.152447.793679.382459.173667.412391.943646.252371.073538.212305.773322.752063.712763.091876.152218.781754.491936.331606.61860.961532.441791.851562.71762.771608.651777.571660.691780.781761.971884.911899.482045.172021.682247.962128.752573.982178.942811.72325.093109.722454.163331.932474.133464.24,3.0,0.0,0.0,0,22.13,50.0,0.0,0.0,0.0,100.0,2.0,3159.0,3826.0,1,10.0,10.0,1,31.886398966813356,0,0,True,True,True
8930e03616bffff,3133.193147.283148.693171.083167.133187.013171.713229.3235.353261.633135.663085.943115.342970.422872.642943.273147.43257.453376.483213.263138.363060.873074.363021.98,0.0,0.0,0.0,0,6.0,75.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,2,0.0,0.0,0,31.720157566938457,0,0,True,True,True
8930e03616fffff,18.118.118.118.118.118.118.113.9218.3112.997.938.8.05***14.5814.4614.2418.6218.4818.3318.1818.02,0.0,0.0,0.0,0,3.0,80.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,1,0.0,0.0,0,28.31412793104021,0,0,True,True,True
